Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Art,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,New Mexico,Carlsbad,,
Binders,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,New Mexico,Carlsbad,,
Fasteners,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,New Mexico,Carlsbad,,
Paper,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,New Mexico,Carlsbad,2,0
Appliances,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,Washington,Seattle,,
Binders,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,Washington,Seattle,,
Fasteners,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,Washington,Seattle,1,0
Paper,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Becky Castell,United States,Office Supplies,California,Laguna Niguel,,
Art,Home Office,West,Standard Class,Becky Castell,United States,Office Supplies,California,Laguna Niguel,,
Binders,Home Office,West,Standard Class,Becky Castell,United States,Office Supplies,California,Laguna Niguel,,
Fasteners,Home Office,West,Standard Class,Becky Castell,United States,Office Supplies,California,Laguna Niguel,,
Paper,Home Office,West,Standard Class,Becky Castell,United States,Office Supplies,California,Laguna Niguel,1,0
Appliances,Home Office,West,Standard Class,Bradley Talbott,United States,Office Supplies,California,San Diego,,
Art,Home Office,West,Standard Class,Bradley Talbott,United States,Office Supplies,California,San Diego,1,0
Binders,Home Office,West,Standard Class,Bradley Talbott,United States,Office Supplies,California,San Diego,,
Fasteners,Home Office,West,Standard Class,Bradley Talbott,United States,Office Supplies,California,San Diego,,
Paper,Home Office,West,Standard Class,Bradley Talbott,United States,Office Supplies,California,San Diego,,
Appliances,Home Office,West,Standard Class,Brendan Dodson,United States,Office Supplies,California,Fresno,,
Art,Home Office,West,Standard Class,Brendan Dodson,United States,Office Supplies,California,Fresno,,
Binders,Home Office,West,Standard Class,Brendan Dodson,United States,Office Supplies,California,Fresno,,
Fasteners,Home Office,West,Standard Class,Brendan Dodson,United States,Office Supplies,California,Fresno,,
Paper,Home Office,West,Standard Class,Brendan Dodson,United States,Office Supplies,California,Fresno,3,0
Appliances,Home Office,West,Standard Class,Catherine Glotzbach,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Catherine Glotzbach,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Catherine Glotzbach,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Catherine Glotzbach,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Catherine Glotzbach,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Home Office,West,Standard Class,Daniel Byrd,United States,Office Supplies,California,Lake Forest,,
Art,Home Office,West,Standard Class,Daniel Byrd,United States,Office Supplies,California,Lake Forest,,
Binders,Home Office,West,Standard Class,Daniel Byrd,United States,Office Supplies,California,Lake Forest,,
Fasteners,Home Office,West,Standard Class,Daniel Byrd,United States,Office Supplies,California,Lake Forest,,
Paper,Home Office,West,Standard Class,Daniel Byrd,United States,Office Supplies,California,Lake Forest,2,0
Appliances,Home Office,West,Standard Class,Dianna Wilson,United States,Office Supplies,California,Oakland,,
Art,Home Office,West,Standard Class,Dianna Wilson,United States,Office Supplies,California,Oakland,1,0
Binders,Home Office,West,Standard Class,Dianna Wilson,United States,Office Supplies,California,Oakland,,
Fasteners,Home Office,West,Standard Class,Dianna Wilson,United States,Office Supplies,California,Oakland,,
Paper,Home Office,West,Standard Class,Dianna Wilson,United States,Office Supplies,California,Oakland,,
Appliances,Home Office,West,Standard Class,Eileen Kiefer,United States,Office Supplies,California,Escondido,,
Art,Home Office,West,Standard Class,Eileen Kiefer,United States,Office Supplies,California,Escondido,1,0
Binders,Home Office,West,Standard Class,Eileen Kiefer,United States,Office Supplies,California,Escondido,,
Fasteners,Home Office,West,Standard Class,Eileen Kiefer,United States,Office Supplies,California,Escondido,,
Paper,Home Office,West,Standard Class,Eileen Kiefer,United States,Office Supplies,California,Escondido,,
Appliances,Home Office,West,Standard Class,Eugene Hildebrand,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Eugene Hildebrand,United States,Office Supplies,California,San Francisco,2,0
Binders,Home Office,West,Standard Class,Eugene Hildebrand,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Eugene Hildebrand,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Eugene Hildebrand,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,Los Angeles,1,0
Binders,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,San Francisco,1,0
Binders,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Frank Carlisle,United States,Office Supplies,California,San Francisco,1,0
Appliances,Home Office,West,Standard Class,Frank Gastineau,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Frank Gastineau,United States,Office Supplies,Washington,Seattle,,
Binders,Home Office,West,Standard Class,Frank Gastineau,United States,Office Supplies,Washington,Seattle,,
Fasteners,Home Office,West,Standard Class,Frank Gastineau,United States,Office Supplies,Washington,Seattle,1,0
Paper,Home Office,West,Standard Class,Frank Gastineau,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,Roseville,,
Art,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,Roseville,,
Binders,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,Roseville,,
Fasteners,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,Roseville,1,0
Paper,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,Roseville,,
Appliances,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,San Francisco,1,0
Art,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Jesus Ocampo,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Karen Ferguson,United States,Office Supplies,California,Manteca,,
Art,Home Office,West,Standard Class,Karen Ferguson,United States,Office Supplies,California,Manteca,,
Binders,Home Office,West,Standard Class,Karen Ferguson,United States,Office Supplies,California,Manteca,,
Fasteners,Home Office,West,Standard Class,Karen Ferguson,United States,Office Supplies,California,Manteca,,
Paper,Home Office,West,Standard Class,Karen Ferguson,United States,Office Supplies,California,Manteca,1,0
Appliances,Home Office,West,Standard Class,Katherine Murray,United States,Office Supplies,California,Thousand Oaks,,
Art,Home Office,West,Standard Class,Katherine Murray,United States,Office Supplies,California,Thousand Oaks,,
Binders,Home Office,West,Standard Class,Katherine Murray,United States,Office Supplies,California,Thousand Oaks,,
Fasteners,Home Office,West,Standard Class,Katherine Murray,United States,Office Supplies,California,Thousand Oaks,,
Paper,Home Office,West,Standard Class,Katherine Murray,United States,Office Supplies,California,Thousand Oaks,1,0
Appliances,Home Office,West,Standard Class,Katrina Bavinger,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Katrina Bavinger,United States,Office Supplies,Washington,Seattle,1,0
Binders,Home Office,West,Standard Class,Katrina Bavinger,United States,Office Supplies,Washington,Seattle,,
Fasteners,Home Office,West,Standard Class,Katrina Bavinger,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Katrina Bavinger,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Lindsay Shagiari,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Lindsay Shagiari,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Lindsay Shagiari,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Lindsay Shagiari,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Lindsay Shagiari,United States,Office Supplies,California,San Francisco,1,0
Appliances,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,California,Los Angeles,1,0
Binders,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,New Mexico,Santa Fe,,
Art,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,New Mexico,Santa Fe,1,0
Binders,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,New Mexico,Santa Fe,,
Fasteners,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,New Mexico,Santa Fe,,
Paper,Home Office,West,Standard Class,Marc Harrigan,United States,Office Supplies,New Mexico,Santa Fe,,
Appliances,Home Office,West,Standard Class,Mathew Reese,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Mathew Reese,United States,Office Supplies,Washington,Seattle,,
Binders,Home Office,West,Standard Class,Mathew Reese,United States,Office Supplies,Washington,Seattle,,
Fasteners,Home Office,West,Standard Class,Mathew Reese,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Mathew Reese,United States,Office Supplies,Washington,Seattle,1,0
Appliances,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,San Diego,,
Art,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,San Diego,1,0
Binders,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,San Diego,,
Fasteners,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,San Diego,,
Paper,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,San Diego,,
Appliances,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,Santa Barbara,,
Art,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,Santa Barbara,,
Binders,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,Santa Barbara,,
Fasteners,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,Santa Barbara,1,0
Paper,Home Office,West,Standard Class,Michael Granlund,United States,Office Supplies,California,Santa Barbara,,
Appliances,Home Office,West,Standard Class,Nancy Lomonaco,United States,Office Supplies,California,Los Angeles,1,0
Art,Home Office,West,Standard Class,Nancy Lomonaco,United States,Office Supplies,California,Los Angeles,,
