Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 4,2015,Phones,United States,Shirley Jackson,,,,,
Qtr 2,2016,Phones,United States,Shirley Jackson,,,,,
Qtr 3,2016,Phones,United States,Shirley Jackson,,,,,
Qtr 4,2016,Phones,United States,Shirley Jackson,,,,,
Qtr 2,2017,Phones,United States,Shirley Jackson,,,,,
Qtr 3,2017,Phones,United States,Shirley Jackson,,,,,
Qtr 4,2017,Phones,United States,Shirley Jackson,,,,,
Qtr 2,2014,Phones,United States,Shui Tom,,,,,
Qtr 3,2014,Phones,United States,Shui Tom,-16.242000000000004,2,37.48199999999999,0.8,3
Qtr 4,2014,Phones,United States,Shui Tom,-5.694300000000001,1,23.976000000000003,0.2,3
Qtr 2,2015,Phones,United States,Shui Tom,,,,,
Qtr 3,2015,Phones,United States,Shui Tom,,,,,
Qtr 4,2015,Phones,United States,Shui Tom,,,,,
Qtr 2,2016,Phones,United States,Shui Tom,,,,,
Qtr 3,2016,Phones,United States,Shui Tom,,,,,
Qtr 4,2016,Phones,United States,Shui Tom,,,,,
Qtr 2,2017,Phones,United States,Shui Tom,,,,,
Qtr 3,2017,Phones,United States,Shui Tom,,,,,
Qtr 4,2017,Phones,United States,Shui Tom,,,,,
Qtr 2,2014,Phones,United States,Speros Goranitis,,,,,
Qtr 3,2014,Phones,United States,Speros Goranitis,,,,,
Qtr 4,2014,Phones,United States,Speros Goranitis,255.95610000000005,2,1107.9360000000001,0.2,7
Qtr 2,2015,Phones,United States,Speros Goranitis,,,,,
Qtr 3,2015,Phones,United States,Speros Goranitis,,,,,
Qtr 4,2015,Phones,United States,Speros Goranitis,,,,,
Qtr 2,2016,Phones,United States,Speros Goranitis,,,,,
Qtr 3,2016,Phones,United States,Speros Goranitis,,,,,
Qtr 4,2016,Phones,United States,Speros Goranitis,,,,,
Qtr 2,2017,Phones,United States,Speros Goranitis,,,,,
Qtr 3,2017,Phones,United States,Speros Goranitis,,,,,
Qtr 4,2017,Phones,United States,Speros Goranitis,,,,,
Qtr 2,2014,Phones,United States,Stefania Perrino,,,,,
Qtr 3,2014,Phones,United States,Stefania Perrino,,,,,
Qtr 4,2014,Phones,United States,Stefania Perrino,47.80650000000001,2,546.3600000000001,0.4,5
Qtr 2,2015,Phones,United States,Stefania Perrino,,,,,
Qtr 3,2015,Phones,United States,Stefania Perrino,,,,,
Qtr 4,2015,Phones,United States,Stefania Perrino,,,,,
Qtr 2,2016,Phones,United States,Stefania Perrino,,,,,
Qtr 3,2016,Phones,United States,Stefania Perrino,,,,,
Qtr 4,2016,Phones,United States,Stefania Perrino,,,,,
Qtr 2,2017,Phones,United States,Stefania Perrino,,,,,
Qtr 3,2017,Phones,United States,Stefania Perrino,-386.3915999999997,1,1931.9579999999999,0.4,7
Qtr 4,2017,Phones,United States,Stefania Perrino,12.208000000000002,1,43.6,0,4
Qtr 2,2014,Phones,United States,Stephanie Phelps,,,,,
Qtr 3,2014,Phones,United States,Stephanie Phelps,36.71730000000001,1,135.99,0,1
Qtr 4,2014,Phones,United States,Stephanie Phelps,,,,,
Qtr 2,2015,Phones,United States,Stephanie Phelps,,,,,
Qtr 3,2015,Phones,United States,Stephanie Phelps,,,,,
Qtr 4,2015,Phones,United States,Stephanie Phelps,,,,,
Qtr 2,2016,Phones,United States,Stephanie Phelps,,,,,
Qtr 3,2016,Phones,United States,Stephanie Phelps,-105.7484,2,507.084,0.8,4
Qtr 4,2016,Phones,United States,Stephanie Phelps,,,,,
Qtr 2,2017,Phones,United States,Stephanie Phelps,,,,,
Qtr 3,2017,Phones,United States,Stephanie Phelps,,,,,
Qtr 4,2017,Phones,United States,Stephanie Phelps,,,,,
Qtr 2,2014,Phones,United States,Stephanie Ulpright,,,,,
Qtr 3,2014,Phones,United States,Stephanie Ulpright,,,,,
Qtr 4,2014,Phones,United States,Stephanie Ulpright,,,,,
Qtr 2,2015,Phones,United States,Stephanie Ulpright,,,,,
Qtr 3,2015,Phones,United States,Stephanie Ulpright,,,,,
Qtr 4,2015,Phones,United States,Stephanie Ulpright,,,,,
Qtr 2,2016,Phones,United States,Stephanie Ulpright,,,,,
Qtr 3,2016,Phones,United States,Stephanie Ulpright,,,,,
Qtr 4,2016,Phones,United States,Stephanie Ulpright,,,,,
Qtr 2,2017,Phones,United States,Stephanie Ulpright,,,,,
Qtr 3,2017,Phones,United States,Stephanie Ulpright,,,,,
Qtr 4,2017,Phones,United States,Stephanie Ulpright,0.7794000000000008,1,38.97,0,3
Qtr 2,2014,Phones,United States,Steve Carroll,,,,,
Qtr 3,2014,Phones,United States,Steve Carroll,,,,,
Qtr 4,2014,Phones,United States,Steve Carroll,,,,,
Qtr 2,2015,Phones,United States,Steve Carroll,,,,,
Qtr 3,2015,Phones,United States,Steve Carroll,213.70440000000002,1,821.94,0,6
Qtr 4,2015,Phones,United States,Steve Carroll,,,,,
Qtr 2,2016,Phones,United States,Steve Carroll,,,,,
Qtr 3,2016,Phones,United States,Steve Carroll,,,,,
Qtr 4,2016,Phones,United States,Steve Carroll,,,,,
Qtr 2,2017,Phones,United States,Steve Carroll,,,,,
Qtr 3,2017,Phones,United States,Steve Carroll,,,,,
Qtr 4,2017,Phones,United States,Steve Carroll,,,,,
Qtr 2,2014,Phones,United States,Steve Chapman,,,,,
Qtr 3,2014,Phones,United States,Steve Chapman,,,,,
Qtr 4,2014,Phones,United States,Steve Chapman,,,,,
Qtr 2,2015,Phones,United States,Steve Chapman,,,,,
Qtr 3,2015,Phones,United States,Steve Chapman,,,,,
Qtr 4,2015,Phones,United States,Steve Chapman,,,,,
Qtr 2,2016,Phones,United States,Steve Chapman,,,,,
Qtr 3,2016,Phones,United States,Steve Chapman,58.46399999999997,1,519.68,0.2,7
Qtr 4,2016,Phones,United States,Steve Chapman,,,,,
Qtr 2,2017,Phones,United States,Steve Chapman,,,,,
Qtr 3,2017,Phones,United States,Steve Chapman,,,,,
Qtr 4,2017,Phones,United States,Steve Chapman,,,,,
Qtr 2,2014,Phones,United States,Steve Nguyen,,,,,
Qtr 3,2014,Phones,United States,Steve Nguyen,,,,,
Qtr 4,2014,Phones,United States,Steve Nguyen,,,,,
Qtr 2,2015,Phones,United States,Steve Nguyen,,,,,
Qtr 3,2015,Phones,United States,Steve Nguyen,,,,,
Qtr 4,2015,Phones,United States,Steve Nguyen,41.75639999999996,1,371.168,0.2,4
Qtr 2,2016,Phones,United States,Steve Nguyen,,,,,
Qtr 3,2016,Phones,United States,Steve Nguyen,,,,,
Qtr 4,2016,Phones,United States,Steve Nguyen,,,,,
Qtr 2,2017,Phones,United States,Steve Nguyen,,,,,
Qtr 3,2017,Phones,United States,Steve Nguyen,,,,,
Qtr 4,2017,Phones,United States,Steve Nguyen,,,,,
Qtr 2,2014,Phones,United States,Steven Cartwright,,,,,
Qtr 3,2014,Phones,United States,Steven Cartwright,,,,,
Qtr 4,2014,Phones,United States,Steven Cartwright,,,,,
Qtr 2,2015,Phones,United States,Steven Cartwright,,,,,
Qtr 3,2015,Phones,United States,Steven Cartwright,376.11,1,1114.4,0.2,7
Qtr 4,2015,Phones,United States,Steven Cartwright,,,,,
Qtr 2,2016,Phones,United States,Steven Cartwright,19.731599999999997,1,68.04,0,7
Qtr 3,2016,Phones,United States,Steven Cartwright,,,,,
Qtr 4,2016,Phones,United States,Steven Cartwright,,,,,
Qtr 2,2017,Phones,United States,Steven Cartwright,67.1916,1,239.96999999999997,0,3
Qtr 3,2017,Phones,United States,Steven Cartwright,,,,,
Qtr 4,2017,Phones,United States,Steven Cartwright,,,,,
Qtr 2,2014,Phones,United States,Steven Ward,,,,,
Qtr 3,2014,Phones,United States,Steven Ward,,,,,
Qtr 4,2014,Phones,United States,Steven Ward,4.619300000000003,1,52.792,0.2,1
Qtr 2,2015,Phones,United States,Steven Ward,,,,,
Qtr 3,2015,Phones,United States,Steven Ward,,,,,
Qtr 4,2015,Phones,United States,Steven Ward,,,,,
Qtr 2,2016,Phones,United States,Steven Ward,,,,,
Qtr 3,2016,Phones,United States,Steven Ward,,,,,
Qtr 4,2016,Phones,United States,Steven Ward,,,,,
Qtr 2,2017,Phones,United States,Steven Ward,,,,,
Qtr 3,2017,Phones,United States,Steven Ward,,,,,
Qtr 4,2017,Phones,United States,Steven Ward,,,,,
Qtr 2,2014,Phones,United States,Stewart Carmichael,,,,,
Qtr 3,2014,Phones,United States,Stewart Carmichael,,,,,
Qtr 4,2014,Phones,United States,Stewart Carmichael,,,,,
Qtr 2,2015,Phones,United States,Stewart Carmichael,47.241,1,125.97600000000001,0.2,3
Qtr 3,2015,Phones,United States,Stewart Carmichael,,,,,
Qtr 4,2015,Phones,United States,Stewart Carmichael,,,,,
Qtr 2,2016,Phones,United States,Stewart Carmichael,,,,,
Qtr 3,2016,Phones,United States,Stewart Carmichael,,,,,
Qtr 4,2016,Phones,United States,Stewart Carmichael,,,,,
Qtr 2,2017,Phones,United States,Stewart Carmichael,,,,,
Qtr 3,2017,Phones,United States,Stewart Carmichael,,,,,
Qtr 4,2017,Phones,United States,Stewart Carmichael,,,,,
Qtr 2,2014,Phones,United States,Stewart Visinsky,67.1916,1,239.96999999999997,0,3
Qtr 3,2014,Phones,United States,Stewart Visinsky,,,,,
Qtr 4,2014,Phones,United States,Stewart Visinsky,,,,,
Qtr 2,2015,Phones,United States,Stewart Visinsky,,,,,
Qtr 3,2015,Phones,United States,Stewart Visinsky,,,,,
Qtr 4,2015,Phones,United States,Stewart Visinsky,,,,,
Qtr 2,2016,Phones,United States,Stewart Visinsky,23.756399999999985,1,211.168,0.2,4
Qtr 3,2016,Phones,United States,Stewart Visinsky,,,,,
Qtr 4,2016,Phones,United States,Stewart Visinsky,,,,,
Qtr 2,2017,Phones,United States,Stewart Visinsky,,,,,
Qtr 3,2017,Phones,United States,Stewart Visinsky,,,,,
Qtr 4,2017,Phones,United States,Stewart Visinsky,,,,,
Qtr 2,2014,Phones,United States,Stuart Van,,,,,
Qtr 3,2014,Phones,United States,Stuart Van,,,,,
Qtr 4,2014,Phones,United States,Stuart Van,,,,,
Qtr 2,2015,Phones,United States,Stuart Van,,,,,
Qtr 3,2015,Phones,United States,Stuart Van,118.29299999999989,1,946.344,0.2,7
Qtr 4,2015,Phones,United States,Stuart Van,,,,,
Qtr 2,2016,Phones,United States,Stuart Van,,,,,
Qtr 3,2016,Phones,United States,Stuart Van,,,,,
Qtr 4,2016,Phones,United States,Stuart Van,,,,,
Qtr 2,2017,Phones,United States,Stuart Van,,,,,
Qtr 3,2017,Phones,United States,Stuart Van,,,,,
Qtr 4,2017,Phones,United States,Stuart Van,,,,,
Qtr 2,2014,Phones,United States,Sue Ann Reed,,,,,
Qtr 3,2014,Phones,United States,Sue Ann Reed,,,,,
Qtr 4,2014,Phones,United States,Sue Ann Reed,341.9939999999997,1,2735.952,0.2,6
Qtr 2,2015,Phones,United States,Sue Ann Reed,,,,,
Qtr 3,2015,Phones,United States,Sue Ann Reed,,,,,
Qtr 4,2015,Phones,United States,Sue Ann Reed,,,,,
Qtr 2,2016,Phones,United States,Sue Ann Reed,,,,,
Qtr 3,2016,Phones,United States,Sue Ann Reed,,,,,
Qtr 4,2016,Phones,United States,Sue Ann Reed,,,,,
Qtr 2,2017,Phones,United States,Sue Ann Reed,,,,,
Qtr 3,2017,Phones,United States,Sue Ann Reed,,,,,
Qtr 4,2017,Phones,United States,Sue Ann Reed,,,,,
Qtr 2,2014,Phones,United States,Sung Pak,,,,,
Qtr 3,2014,Phones,United States,Sung Pak,,,,,
Qtr 4,2014,Phones,United States,Sung Pak,,,,,
Qtr 2,2015,Phones,United States,Sung Pak,,,,,
Qtr 3,2015,Phones,United States,Sung Pak,-112.62159999999994,1,519.792,0.4,4
Qtr 4,2015,Phones,United States,Sung Pak,,,,,
Qtr 2,2016,Phones,United States,Sung Pak,,,,,
Qtr 3,2016,Phones,United States,Sung Pak,,,,,
Qtr 4,2016,Phones,United States,Sung Pak,,,,,
Qtr 2,2017,Phones,United States,Sung Pak,,,,,
Qtr 3,2017,Phones,United States,Sung Pak,,,,,
Qtr 4,2017,Phones,United States,Sung Pak,,,,,
Qtr 2,2014,Phones,United States,Susan Vittorini,,,,,
Qtr 3,2014,Phones,United States,Susan Vittorini,,,,,
Qtr 4,2014,Phones,United States,Susan Vittorini,,,,,
Qtr 2,2015,Phones,United States,Susan Vittorini,,,,,
Qtr 3,2015,Phones,United States,Susan Vittorini,,,,,
Qtr 4,2015,Phones,United States,Susan Vittorini,,,,,
Qtr 2,2016,Phones,United States,Susan Vittorini,,,,,
Qtr 3,2016,Phones,United States,Susan Vittorini,,,,,
Qtr 4,2016,Phones,United States,Susan Vittorini,-47.030399999999986,1,235.152,0.4,8
Qtr 2,2017,Phones,United States,Susan Vittorini,34.5,1,552,0.2,10
Qtr 3,2017,Phones,United States,Susan Vittorini,,,,,
Qtr 4,2017,Phones,United States,Susan Vittorini,,,,,
Qtr 2,2014,Phones,United States,Sylvia Foulston,,,,,
Qtr 3,2014,Phones,United States,Sylvia Foulston,,,,,
Qtr 4,2014,Phones,United States,Sylvia Foulston,,,,,
Qtr 2,2015,Phones,United States,Sylvia Foulston,,,,,
Qtr 3,2015,Phones,United States,Sylvia Foulston,,,,,
Qtr 4,2015,Phones,United States,Sylvia Foulston,,,,,
Qtr 2,2016,Phones,United States,Sylvia Foulston,,,,,
Qtr 3,2016,Phones,United States,Sylvia Foulston,,,,,
Qtr 4,2016,Phones,United States,Sylvia Foulston,,,,,
Qtr 2,2017,Phones,United States,Sylvia Foulston,,,,,
Qtr 3,2017,Phones,United States,Sylvia Foulston,13.438599999999994,1,153.584,0.2,2
Qtr 4,2017,Phones,United States,Sylvia Foulston,,,,,
Qtr 2,2014,Phones,United States,Tanja Norvell,,,,,
Qtr 3,2014,Phones,United States,Tanja Norvell,,,,,
Qtr 4,2014,Phones,United States,Tanja Norvell,,,,,
Qtr 2,2015,Phones,United States,Tanja Norvell,,,,,
Qtr 3,2015,Phones,United States,Tanja Norvell,,,,,
Qtr 4,2015,Phones,United States,Tanja Norvell,,,,,
Qtr 2,2016,Phones,United States,Tanja Norvell,25.060000000000016,1,286.40000000000003,0.2,1
Qtr 3,2016,Phones,United States,Tanja Norvell,,,,,
Qtr 4,2016,Phones,United States,Tanja Norvell,,,,,
Qtr 2,2017,Phones,United States,Tanja Norvell,,,,,
Qtr 3,2017,Phones,United States,Tanja Norvell,,,,,
Qtr 4,2017,Phones,United States,Tanja Norvell,,,,,
Qtr 2,2014,Phones,United States,Ted Butterfield,,,,,
Qtr 3,2014,Phones,United States,Ted Butterfield,,,,,
Qtr 4,2014,Phones,United States,Ted Butterfield,,,,,
Qtr 2,2015,Phones,United States,Ted Butterfield,,,,,
Qtr 3,2015,Phones,United States,Ted Butterfield,,,,,
Qtr 4,2015,Phones,United States,Ted Butterfield,,,,,
Qtr 2,2016,Phones,United States,Ted Butterfield,,,,,
Qtr 3,2016,Phones,United States,Ted Butterfield,28.785599999999995,1,59.97,0,3
Qtr 4,2016,Phones,United States,Ted Butterfield,,,,,
Qtr 2,2017,Phones,United States,Ted Butterfield,,,,,
Qtr 3,2017,Phones,United States,Ted Butterfield,,,,,
Qtr 4,2017,Phones,United States,Ted Butterfield,,,,,
Qtr 2,2014,Phones,United States,Thea Hendricks,,,,,
Qtr 3,2014,Phones,United States,Thea Hendricks,,,,,
Qtr 4,2014,Phones,United States,Thea Hendricks,-250.39600000000019,1,1502.376,0.4,4
Qtr 2,2015,Phones,United States,Thea Hendricks,,,,,
Qtr 3,2015,Phones,United States,Thea Hendricks,,,,,
Qtr 4,2015,Phones,United States,Thea Hendricks,,,,,
Qtr 2,2016,Phones,United States,Thea Hendricks,,,,,
Qtr 3,2016,Phones,United States,Thea Hendricks,,,,,
Qtr 4,2016,Phones,United States,Thea Hendricks,,,,,
Qtr 2,2017,Phones,United States,Thea Hendricks,,,,,
Qtr 3,2017,Phones,United States,Thea Hendricks,,,,,
Qtr 4,2017,Phones,United States,Thea Hendricks,,,,,
Qtr 2,2014,Phones,United States,Thea Hudgings,,,,,
Qtr 3,2014,Phones,United States,Thea Hudgings,,,,,
Qtr 4,2014,Phones,United States,Thea Hudgings,,,,,
Qtr 2,2015,Phones,United States,Thea Hudgings,,,,,
Qtr 3,2015,Phones,United States,Thea Hudgings,,,,,
Qtr 4,2015,Phones,United States,Thea Hudgings,,,,,
Qtr 2,2016,Phones,United States,Thea Hudgings,,,,,
Qtr 3,2016,Phones,United States,Thea Hudgings,,,,,
Qtr 4,2016,Phones,United States,Thea Hudgings,,,,,
Qtr 2,2017,Phones,United States,Thea Hudgings,,,,,
Qtr 3,2017,Phones,United States,Thea Hudgings,,,,,
Qtr 4,2017,Phones,United States,Thea Hudgings,-186.15999999999997,1,859.1999999999999,0.4,4
Qtr 2,2014,Phones,United States,Theone Pippenger,,,,,
Qtr 3,2014,Phones,United States,Theone Pippenger,,,,,
Qtr 4,2014,Phones,United States,Theone Pippenger,,,,,
Qtr 2,2015,Phones,United States,Theone Pippenger,,,,,
Qtr 3,2015,Phones,United States,Theone Pippenger,,,,,
Qtr 4,2015,Phones,United States,Theone Pippenger,,,,,
Qtr 2,2016,Phones,United States,Theone Pippenger,,,,,
Qtr 3,2016,Phones,United States,Theone Pippenger,,,,,
Qtr 4,2016,Phones,United States,Theone Pippenger,195.99440000000004,1,699.98,0,2
Qtr 2,2017,Phones,United States,Theone Pippenger,,,,,
Qtr 3,2017,Phones,United States,Theone Pippenger,,,,,
Qtr 4,2017,Phones,United States,Theone Pippenger,,,,,
Qtr 2,2014,Phones,United States,Theresa Coyne,,,,,
Qtr 3,2014,Phones,United States,Theresa Coyne,,,,,
Qtr 4,2014,Phones,United States,Theresa Coyne,,,,,
Qtr 2,2015,Phones,United States,Theresa Coyne,,,,,
Qtr 3,2015,Phones,United States,Theresa Coyne,,,,,
Qtr 4,2015,Phones,United States,Theresa Coyne,,,,,
Qtr 2,2016,Phones,United States,Theresa Coyne,,,,,
Qtr 3,2016,Phones,United States,Theresa Coyne,,,,,
Qtr 4,2016,Phones,United States,Theresa Coyne,,,,,
Qtr 2,2017,Phones,United States,Theresa Coyne,,,,,
Qtr 3,2017,Phones,United States,Theresa Coyne,102.94440000000002,1,395.93999999999994,0,6
Qtr 4,2017,Phones,United States,Theresa Coyne,,,,,
Qtr 2,2014,Phones,United States,Theresa Swint,,,,,
Qtr 3,2014,Phones,United States,Theresa Swint,,,,,
Qtr 4,2014,Phones,United States,Theresa Swint,,,,,
Qtr 2,2015,Phones,United States,Theresa Swint,50.0361,2,406.75199999999995,0.4,6
Qtr 3,2015,Phones,United States,Theresa Swint,,,,,
Qtr 4,2015,Phones,United States,Theresa Swint,,,,,
Qtr 2,2016,Phones,United States,Theresa Swint,,,,,
Qtr 3,2016,Phones,United States,Theresa Swint,,,,,
Qtr 4,2016,Phones,United States,Theresa Swint,,,,,
Qtr 2,2017,Phones,United States,Theresa Swint,,,,,
Qtr 3,2017,Phones,United States,Theresa Swint,,,,,
Qtr 4,2017,Phones,United States,Theresa Swint,,,,,
Qtr 2,2014,Phones,United States,Thomas Seio,,,,,
Qtr 3,2014,Phones,United States,Thomas Seio,,,,,
Qtr 4,2014,Phones,United States,Thomas Seio,,,,,
Qtr 2,2015,Phones,United States,Thomas Seio,,,,,
Qtr 3,2015,Phones,United States,Thomas Seio,,,,,
Qtr 4,2015,Phones,United States,Thomas Seio,,,,,
Qtr 2,2016,Phones,United States,Thomas Seio,,,,,
Qtr 3,2016,Phones,United States,Thomas Seio,90.97620000000006,1,1039.728,0.2,2
Qtr 4,2016,Phones,United States,Thomas Seio,,,,,
Qtr 2,2017,Phones,United States,Thomas Seio,250.9909000000001,2,2479.9120000000003,0.4,11
Qtr 3,2017,Phones,United States,Thomas Seio,,,,,
Qtr 4,2017,Phones,United States,Thomas Seio,,,,,
Qtr 2,2014,Phones,United States,Tiffany House,,,,,
Qtr 3,2014,Phones,United States,Tiffany House,,,,,
Qtr 4,2014,Phones,United States,Tiffany House,,,,,
Qtr 2,2015,Phones,United States,Tiffany House,,,,,
Qtr 3,2015,Phones,United States,Tiffany House,,,,,
Qtr 4,2015,Phones,United States,Tiffany House,,,,,
Qtr 2,2016,Phones,United States,Tiffany House,,,,,
Qtr 3,2016,Phones,United States,Tiffany House,,,,,
Qtr 4,2016,Phones,United States,Tiffany House,,,,,
Qtr 2,2017,Phones,United States,Tiffany House,28.6182,1,381.576,0.2,3
Qtr 3,2017,Phones,United States,Tiffany House,,,,,
Qtr 4,2017,Phones,United States,Tiffany House,,,,,
Qtr 2,2014,Phones,United States,Tim Brockman,,,,,
Qtr 3,2014,Phones,United States,Tim Brockman,,,,,
Qtr 4,2014,Phones,United States,Tim Brockman,19.755,1,52.67999999999999,0.2,3
Qtr 2,2015,Phones,United States,Tim Brockman,,,,,
Qtr 3,2015,Phones,United States,Tim Brockman,,,,,
Qtr 4,2015,Phones,United States,Tim Brockman,303.3408,1,631.96,0,4
Qtr 2,2016,Phones,United States,Tim Brockman,,,,,
Qtr 3,2016,Phones,United States,Tim Brockman,,,,,
Qtr 4,2016,Phones,United States,Tim Brockman,,,,,
Qtr 2,2017,Phones,United States,Tim Brockman,,,,,
Qtr 3,2017,Phones,United States,Tim Brockman,,,,,
Qtr 4,2017,Phones,United States,Tim Brockman,,,,,
Qtr 2,2014,Phones,United States,Toby Braunhardt,160.6722,1,617.97,0,3
Qtr 3,2014,Phones,United States,Toby Braunhardt,,,,,
Qtr 4,2014,Phones,United States,Toby Braunhardt,9.596800000000005,1,95.968,0.2,4
Qtr 2,2015,Phones,United States,Toby Braunhardt,,,,,
Qtr 3,2015,Phones,United States,Toby Braunhardt,,,,,
Qtr 4,2015,Phones,United States,Toby Braunhardt,,,,,
Qtr 2,2016,Phones,United States,Toby Braunhardt,,,,,
Qtr 3,2016,Phones,United States,Toby Braunhardt,,,,,
Qtr 4,2016,Phones,United States,Toby Braunhardt,,,,,
Qtr 2,2017,Phones,United States,Toby Braunhardt,,,,,
Qtr 3,2017,Phones,United States,Toby Braunhardt,,,,,
Qtr 4,2017,Phones,United States,Toby Braunhardt,,,,,
Qtr 2,2014,Phones,United States,Toby Carlisle,,,,,
Qtr 3,2014,Phones,United States,Toby Carlisle,,,,,
Qtr 4,2014,Phones,United States,Toby Carlisle,,,,,
Qtr 2,2015,Phones,United States,Toby Carlisle,,,,,
Qtr 3,2015,Phones,United States,Toby Carlisle,,,,,
Qtr 4,2015,Phones,United States,Toby Carlisle,,,,,
Qtr 2,2016,Phones,United States,Toby Carlisle,,,,,
Qtr 3,2016,Phones,United States,Toby Carlisle,,,,,
Qtr 4,2016,Phones,United States,Toby Carlisle,,,,,
Qtr 2,2017,Phones,United States,Toby Carlisle,,,,,
Qtr 3,2017,Phones,United States,Toby Carlisle,52.917299999999955,1,470.3760000000001,0.2,3
Qtr 4,2017,Phones,United States,Toby Carlisle,,,,,
Qtr 2,2014,Phones,United States,Toby Ritter,,,,,
Qtr 3,2014,Phones,United States,Toby Ritter,,,,,
Qtr 4,2014,Phones,United States,Toby Ritter,,,,,
Qtr 2,2015,Phones,United States,Toby Ritter,,,,,
Qtr 3,2015,Phones,United States,Toby Ritter,,,,,
Qtr 4,2015,Phones,United States,Toby Ritter,,,,,
Qtr 2,2016,Phones,United States,Toby Ritter,,,,,
Qtr 3,2016,Phones,United States,Toby Ritter,80.73599999999998,1,278.4,0,3
Qtr 4,2016,Phones,United States,Toby Ritter,,,,,
Qtr 2,2017,Phones,United States,Toby Ritter,,,,,
Qtr 3,2017,Phones,United States,Toby Ritter,,,,,
Qtr 4,2017,Phones,United States,Toby Ritter,,,,,
Qtr 2,2014,Phones,United States,Todd Boyes,,,,,
Qtr 3,2014,Phones,United States,Todd Boyes,,,,,
Qtr 4,2014,Phones,United States,Todd Boyes,,,,,
Qtr 2,2015,Phones,United States,Todd Boyes,,,,,
Qtr 3,2015,Phones,United States,Todd Boyes,,,,,
Qtr 4,2015,Phones,United States,Todd Boyes,,,,,
Qtr 2,2016,Phones,United States,Todd Boyes,,,,,
Qtr 3,2016,Phones,United States,Todd Boyes,,,,,
Qtr 4,2016,Phones,United States,Todd Boyes,,,,,
Qtr 2,2017,Phones,United States,Todd Boyes,31.311899999999998,2,90.72999999999999,0,7
Qtr 3,2017,Phones,United States,Todd Boyes,,,,,
Qtr 4,2017,Phones,United States,Todd Boyes,,,,,
Qtr 2,2014,Phones,United States,Todd Sumrall,,,,,
Qtr 3,2014,Phones,United States,Todd Sumrall,,,,,
Qtr 4,2014,Phones,United States,Todd Sumrall,,,,,
Qtr 2,2015,Phones,United States,Todd Sumrall,,,,,
Qtr 3,2015,Phones,United States,Todd Sumrall,193.32000000000005,1,716,0,2
